date,iv,rv_forecast,vrp,vrp_zscore,signal
2011-04-01,0.1208259948212927,0.4503999255942495,-0.3295739307729568,-0.6126134921695499,0
2011-04-28,0.1069142102194637,0.4434815921785873,-0.3365673819591236,-0.7327699890664855,0
2011-04-29,0.1121148750432345,0.45964577575402416,-0.3475309007107896,-0.9363986881486981,0
2011-05-05,0.1718931715202495,0.44419076297043053,-0.27229759145018106,0.5725065168756388,0
2011-05-06,0.1537775793948269,0.44514335247276166,-0.29136577307793476,0.1889380189087456,0
2011-05-19,0.1268819233033781,0.42967739119015935,-0.30279546788678124,-0.04153712184593479,0
2011-05-20,0.1440061108066654,0.43734993700092745,-0.293343826194262,0.14968704843514638,0
2011-05-26,0.1264079169451886,0.4330154354083314,-0.30660751846314277,-0.12150879624059625,0
2011-05-27,0.1268906281314644,0.44741386866955274,-0.32052324053808834,-0.4056646271924268,0
2011-06-02,0.1704097005219922,0.43638011759763023,-0.26597041707563807,0.7116252945501768,0
2011-06-03,0.1677874142704252,0.4477900315300715,-0.2800026172596463,0.41687146185791035,0
2011-06-16,0.216698743683991,0.4386038386546303,-0.22190509497063932,1.5866996116560226,1
2011-06-17,0.2064408589575679,0.4414597376361718,-0.2350188786786039,1.290416725990375,1
2011-06-23,0.1839453503722122,0.43775402304388916,-0.25380867267167695,0.8952293160282769,0
2011-06-24,0.2070131309825173,0.45365734758741405,-0.24664421660489674,1.0262509351569704,1
2011-06-30,0.1261509556513055,0.44218525275388304,-0.3160342971025776,-0.39856301763583946,0
2011-07-01,0.1253533148917796,0.44339495402401774,-0.31804163913223815,-0.4360513820980721,0
2011-07-14,0.1978780042816249,0.44857683216828675,-0.25069882788666187,0.9400869363105915,0
2011-07-15,0.1767794280398987,0.45300056355382334,-0.27622113551392463,0.4101143599368681,0
2011-07-28,0.2554529536515733,0.4435610248081966,-0.1881080711566233,2.151100461032538,1
2011-07-29,0.2896701313504974,0.46344537815906517,-0.17377524680856776,2.3302095336989948,1
2011-08-04,0.3766768822001644,0.44531706637075813,-0.06864018417059375,3.877137052357417,1
2011-08-05,0.3648134590300481,0.47604026071153177,-0.11122680168148369,2.926333435193194,1
2011-08-18,0.4431685269012345,0.5291745846239007,-0.08600605772266617,3.0866114330318197,1
2011-08-19,0.4500760541104204,0.49164503491588263,-0.04156898080546223,3.44366514770999,1
