date,iv,rv_forecast,vrp,vrp_zscore,signal
2011-04-01,0.1208259948212927,0.4365774996826508,-0.3157515048613581,-0.6788466552413971,0
2011-04-28,0.1069142102194637,0.4350332415339261,-0.3281190313144624,-0.9107755250587964,0
2011-04-29,0.1121148750432345,0.44680174806685885,-0.3346868730236243,-1.0295305290452907,-1
2011-05-05,0.1718931715202495,0.4346833104551833,-0.26279013893493386,0.4742094413768513,0
2011-05-06,0.1537775793948269,0.4338084955603351,-0.2800309161655082,0.11317365590624816,0
2011-05-19,0.1268819233033781,0.42270265488433567,-0.29582073158095756,-0.21753231881948346,0
2011-05-20,0.1440061108066654,0.42563965331995446,-0.2816335425132891,0.08290119964662505,0
2011-05-26,0.1264079169451886,0.4292201871458471,-0.3028122702006585,-0.36693639836901015,0
2011-05-27,0.1268906281314644,0.43626147515059105,-0.30937084701912665,-0.5033875839628483,0
2011-06-02,0.1704097005219922,0.4392447475783019,-0.2688350470563097,0.3664146832520045,0
2011-06-03,0.1677874142704252,0.43657906936776475,-0.26879165509733954,0.36427162699699683,0
2011-06-16,0.216698743683991,0.43873970290470377,-0.22204095922071276,1.3535849215830686,1
2011-06-17,0.2064408589575679,0.4421433834368881,-0.2357025244793202,1.0417673922755253,1
2011-06-23,0.1839453503722122,0.43914924226998303,-0.2552038918977708,0.6198658707789793,0
2011-06-24,0.2070131309825173,0.4487832596669036,-0.24177012868438627,0.8985840224386331,0
2011-06-30,0.1261509556513055,0.44589936917627043,-0.31974841352496497,-0.7888583257380971,0
2011-07-01,0.1253533148917796,0.4363536637990106,-0.311000348907231,-0.5938258111565777,0
2011-07-14,0.1978780042816249,0.44487794935092073,-0.24699994506929585,0.7887513788420331,0
2011-07-15,0.1767794280398987,0.4514855448863609,-0.2747061168464622,0.1834435524762406,0
2011-07-28,0.2554529536515733,0.44095868353634177,-0.1855057298847685,2.062219232941876,1
2011-07-29,0.2896701313504974,0.455517709787433,-0.1658475784369356,2.3673244620248917,1
2011-08-04,0.3766768822001644,0.43032252226651907,-0.053645640066354694,4.085739193926517,1
2011-08-05,0.3648134590300481,0.4655594378219573,-0.10074597879190922,3.0035082952903327,1
2011-08-18,0.4431685269012345,0.510622132290803,-0.06745360538956852,3.2751747001776805,1
2011-08-19,0.4500760541104204,0.46751179663790504,-0.017435742527484643,3.6695340793590856,1
2011-08-25,0.426171904550738,0.4974595421944377,-0.07128763764369972,2.720742732196999,1
2011-08-26,0.344349620851858,0.4986930501938784,-0.1543434293420204,1.525913085313922,1
2011-09-01,0.2958330509806458,0.4947650321837455,-0.19893198120309974,0.8976188448565702,0
2011-09-02,0.2794383584611681,0.4989341474325688,-0.2194957889714007,0.6071013017428847,0
2011-09-15,0.3041312821433953,0.48283761648525575,-0.17870633434186045,1.1460043494882541,1
2011-09-16,0.2978474565777248,0.488853085596232,-0.19100562901850715,0.9638207850058341,0
2011-09-29,0.3836606112812232,0.47318776134935636,-0.08952715006813317,2.281164670923498,1
2011-09-30,0.4208429310522288,0.45424860370382786,-0.03340567265159905,2.866089509743238,1
2011-10-06,0.3382105868627459,0.45177503540876207,-0.11356444854601616,1.7865720655034731,1
2011-10-07,0.3249969077636325,0.4652947155719621,-0.14029780780832962,1.420847085436437,1
2011-10-20,0.3318785826550331,0.46594431037308753,-0.13406572771805442,1.5441634814037697,1
